Rk,Player,AV,Sk,Def%,PD,Season,Age,Team,G,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,STSnp,ST %,Pos
190,Jordan Poyer,13,3,91.3,9,2021,30,BUF,16,16,3,66,27,93,8,3,5,87,0,9,0,0,984,131,30.2,SS
191,Xavier Rhodes,13,0,90.9,10,2017,27,MIN,16,16,0,44,12,56,1,0,2,23,0,10,0,0,904,15,3.3,RCB
192,Ndamukong Suh,13,5,84.5,6,2016,29,MIA,16,16,5,41,31,72,11,17,0,0,0,6,0,0,973,83,17.8,LDT
193,Kyle Van Noy,13,6.5,80.8,3,2019,28,NWE,15,15,6.5,41,15,56,7,15,0,0,0,3,0,0,814,10,2.2,RLB
194,Bobby Wagner,13,2,67.3,3,2014,24,SEA,11,11,2,67,37,104,10,6,0,0,0,3,0,0,659,20,4.6,MLB
195,Bobby Wagner,13,1,89.1,5,2021,31,SEA,16,16,1,93,77,170,3,3,1,3,0,5,0,0,1128,68,14.6,LILB
196,Bobby Wagner,13,6,99.2,5,2022,32,LAR,17,17,6,81,59,140,10,10,2,13,0,5,0,0,1080,52,11.7,RILB
197,Eric Weddle,13,0,97.4,8,2014,29,SDG,16,16,0,91,23,114,2,0,1,17,0,8,0,0,1020,227,50.8,FS
198,Jonathan Allen,12,7.5,76.8,3,2022,27,WAS,16,16,7.5,44,21,65,16,17,1,1,0,3,0,0,802,6,1.3,RDT
199,Ezekiel Ansah,12,14.5,62.9,1,2015,26,DET,16,16,14.5,39,8,47,15,34,0,0,0,1,0,0,657,67,14.7,RDE
200,Mark Barron,12,1,79.3,5,2015,26,STL,16,12,1,79,37,116,16,4,0,0,0,5,0,0,918,72,15.6,LLB
201,Connor Barwin,12,14.5,86.7,5,2014,28,PHI,16,16,14.5,47,17,64,15,21,0,0,0,5,0,0,1008,16,3.1,LOLB
202,Jessie Bates III,12,0,99.5,11,2023,26,ATL,17,17,0,89,43,132,3,1,6,95,1,11,0,0,1133,4,0.9,S
203,Vic Beasley,12,15.5,60.4,2,2016,24,ATL,16,12,15.5,32,7,39,11,16,0,0,0,2,0,0,671,6,1.3,LILB
204,Michael Bennett,12,10,81.5,0,2015,30,SEA,16,16,10,33,19,52,18,30,0,0,0,0,0,0,812,22,4.9,LDE
205,Joey Bosa,12,11.5,86.1,0,2019,24,LAC,16,16,11.5,47,20,67,18,31,0,0,0,0,0,0,836,12,2.9,LDE
206,Nick Bosa,12,9,75.5,2,2019,22,SFO,16,14,9,32,15,47,16,25,1,46,0,2,0,0,777,13,3,LDE
207,Nick Bosa,12,15.5,77.5,1,2021,24,SFO,17,17,15.5,40,12,52,21,32,0,0,0,1,0,0,841,14,3.1,RDE/LDE
208,A.J. Bouye,12,0,97.6,18,2017,26,JAX,16,16,0,53,3,56,0,0,6,70,0,18,0,0,1010,64,13.2,RCB
209,Zach Brown,12,4,91.2,4,2016,27,BUF,16,16,4,97,52,149,11,8,1,0,0,4,0,0,977,127,27.4,LILB
210,Jurrell Casey,12,7,71.2,0,2018,29,TEN,15,15,7,36,26,62,11,11,0,0,0,0,0,0,745,11,2.6,RDE/NT
211,Kenny Clark,12,6,83.6,1,2019,24,GNB,16,16,6,31,31,62,9,7,0,0,0,1,0,0,869,26,6.1,NT
212,Jadeveon Clowney,12,9,84.4,1,2018,25,HOU,15,14,9,38,9,47,16,21,0,0,0,1,0,0,902,6,1.3,ROLB
213,Jamie Collins,12,5.5,71,6,2015,26,NWE,12,12,5.5,51,38,89,8,7,1,51,0,6,0,0,775,57,11.6,LLB
214,Leonard Floyd,12,10.5,89.5,1,2020,28,LAR,16,16,10.5,31,24,55,11,19,0,0,0,1,0,0,916,5,1.1,ROLB
215,Casey Hayward,12,0,92.2,20,2016,27,SDG,16,14,0,51,7,58,1,0,7,102,1,20,0,0,987,84,17.9,RCB
216,Trey Hendrickson,12,8,60.7,3,2022,28,CIN,15,15,8,22,10,32,6,24,0,0,0,3,0,0,629,1,0.2,RDE
217,Marlon Humphrey,12,3,96.3,7,2022,26,BAL,17,17,3,53,18,71,3,4,3,26,0,7,0,0,1053,31,7.2,RCB
218,Danielle Hunter,12,14.5,80.7,0,2019,25,MIN,16,16,14.5,52,18,70,15,22,0,0,0,0,2,0.2,882,130,31,LDE
219,Danielle Hunter,12,16.5,88.9,2,2023,29,MIN,17,17,16.5,54,29,83,23,22,0,0,0,2,0,0,1006,10,2.3,OLB
220,Micah Hyde,12,1,95,10,2021,31,BUF,17,17,1,53,21,74,4,2,5,59,1,10,10,0.8,1024,68,15.7,FS
221,J.C. Jackson,12,0,87.6,23,2021,26,NWE,17,17,0,44,14,58,2,0,8,92,1,23,0,0,945,12,2.7,LCB
222,Jackrabbit Jenkins,12,1,86.1,18,2016,28,NYG,15,15,1,44,5,49,5,1,3,26,0,18,0,0,956,83,18.2,RCB
223,Jermaine Johnson II,12,7.5,65.8,7,2023,24,NYJ,17,17,7.5,36,19,55,11,16,1,37,1,7,0,0,748,78,16.1,LB
224,Taron Johnson,12,1,89.1,8,2023,27,BUF,17,17,1,72,26,98,3,2,0,0,0,8,0,0,955,8,1.9,CB
225,Chandler Jones,12,12.5,78.8,2,2015,25,NWE,15,15,12.5,31,13,44,11,18,1,0,0,2,0,0,861,144,29.3,RDE
226,Chandler Jones,12,19,94.4,5,2019,29,ARI,16,16,19,42,11,53,11,26,0,0,0,5,0,0,1069,7,1.5,LOLB
227,Chris Jones,12,9,56.1,5,2021,27,KAN,14,14,9,18,9,27,8,17,0,0,0,5,0,0,628,5,1.2,RDT/LDE
228,Cameron Jordan,12,12,85.7,6,2018,29,NOR,16,16,12,35,14,49,18,21,0,0,0,6,0,0,883,56,13.1,LDE
229,Cameron Jordan,12,7.5,78,3,2020,31,NOR,16,16,7.5,34,17,51,11,16,0,0,0,3,0,0,816,66,14.5,LDE
230,Cameron Jordan,12,8.5,69.8,2,2022,33,NOR,16,16,8.5,40,26,66,13,13,0,0,0,2,0,0,790,3,0.7,LDE
231,Linval Joseph,12,3.5,66.6,0,2017,29,MIN,16,16,3.5,40,28,68,5,10,0,0,0,0,0,0,663,34,7.6,RDT
232,Matt Judon,12,15.5,76.1,3,2022,30,NWE,17,15,15.5,36,24,60,14,28,0,0,0,3,0,0,860,8,1.8,LOLB
233,Luke Kuechly,12,0,96.3,12,2019,28,CAR,16,16,0,81,63,144,4,5,2,26,0,12,0,0,1063,101,21.2,RILB
234,Shaquille Leonard,12,5,80.1,7,2019,24,IND,13,13,5,71,50,121,7,6,5,92,1,7,0,0,828,58,13.6,LLB
235,Tyrann Mathieu,12,1,84.6,17,2015,23,ARI,14,14,1,80,9,89,11,3,5,92,1,17,0,0,885,113,24.4,FS
236,Tyrann Mathieu,12,0,91.1,9,2020,28,KAN,15,15,0,48,14,62,3,2,6,70,1,9,0,0,979,0,0,SS/RLB
237,Benardrick McKinney,12,1.5,86,7,2018,26,HOU,16,16,1.5,63,42,105,5,5,1,0,0,7,0,0,919,31,6.7,LILB
238,Von Miller,12,14,84.3,2,2014,25,DEN,16,16,14,43,17,60,16,27,0,0,0,2,0,0,910,0,0,LLB
239,Von Miller,12,10,85.6,3,2017,28,DEN,16,16,10,51,6,57,17,23,0,0,0,3,0,0,846,8,1.8,ROLB
240,Trent Murphy,12,5,65.1,3,2019,29,BUF,16,16,5,24,12,36,9,9,1,0,0,3,0,0,674,64,15.5,LDE
241,Yannick Ngakoue,12,12,74.1,0,2017,22,JAX,16,16,12,24,6,30,10,23,0,0,0,0,0,0,767,78,16.1,LDE
242,Julius Peppers,12,10.5,66.4,0,2015,35,GNB,16,16,10.5,25,12,37,9,16,0,0,0,0,0,0,695,64,14.2,LOLB
243,Marcus Peters,12,0,95.4,26,2015,22,KAN,16,16,0,53,7,60,2,0,8,280,2,26,0,0,1036,5,1.1,LCB
244,Dontari Poe,12,6,89.1,1,2014,24,KAN,16,16,6,37,8,45,4,8,0,0,0,1,4,0.4,946,59,13.5,NT
245,Robert Quinn,12,10.5,75.1,6,2014,24,STL,16,16,10.5,39,7,46,13,20,0,0,0,6,0,0,788,82,18.1,RDE
246,Danny Shelton,12,3,48.8,0,2019,26,NWE,16,14,3,30,31,61,2,6,0,0,0,0,0,0,492,104,23.3,LDT
247,Richard Sherman,12,0,87.1,11,2019,31,SFO,15,15,0,48,13,61,2,0,3,65,1,11,0,0,896,1,0.2,LCB
248,Justin Simmons,12,0,100,15,2019,26,DEN,16,16,0,65,28,93,2,0,4,30,0,15,0,0,1055,97,22.4,FS
249,Justin Simmons,12,1.5,99.4,12,2021,28,DEN,17,17,1.5,60,20,80,4,2,5,76,0,12,0,0,1084,65,16,FS
250,Jaylon Smith,12,2.5,91.8,9,2019,24,DAL,16,16,2.5,83,59,142,6,3,1,0,0,9,0,0,991,78,17.7,MLB
251,Za'Darius Smith,12,13.5,83.8,0,2019,27,GNB,16,16,13.5,41,14,55,17,37,0,0,0,0,0,0,872,75,17.5,ROLB
252,Lawrence Timmons,12,2,98.7,1,2014,28,PIT,16,16,2,87,45,132,7,4,0,0,0,1,0,0,977,68,14.7,RILB
253,Brandon Williams,12,1,50,1,2018,29,BAL,16,16,1,21,13,34,3,1,0,0,0,1,0,0,517,62,13.9,LDE
254,Kyle Williams,12,5.5,65.9,3,2014,31,BUF,15,15,5.5,30,11,41,8,16,1,2,0,3,0,0,716,54,11.5,LDT
255,Kyle Williams,12,5,64.7,1,2018,35,BUF,16,16,5,22,13,35,6,14,0,0,0,1,2,0.2,656,80,18.2,LDT
256,Quinnen Williams,12,5.5,68.5,3,2023,26,NYJ,17,17,5.5,39,23,62,11,20,1,6,0,3,0,0,779,76,15.7,DL
257,Jaire Alexander,11,1,87.6,13,2020,23,GNB,15,15,1,40,11,51,2,1,1,-4,0,13,0,0,900,11,2.6,LCB
258,Lorenzo Alexander,11,12.5,73.3,6,2016,33,BUF,16,16,12.5,56,20,76,10,22,1,28,0,6,0,0,785,255,55,ROLB
259,Josh Hines-Allen,11,17.5,79.1,1,2023,26,JAX,17,17,17.5,43,23,66,17,33,1,8,0,1,0,0,880,85,19.2,OLB
260,Geno Atkins,11,9,71.7,0,2016,28,CIN,16,16,9,21,11,32,13,26,0,0,0,0,0,0,779,2,0.5,RDT
261,Cliff Avril,11,11.5,77,3,2016,30,SEA,16,16,11.5,20,19,39,8,26,0,0,0,3,0,0,832,10,2.3,RDE
262,Budda Baker,11,2,95.3,7,2021,25,ARI,17,17,2,63,35,98,6,3,3,101,0,7,0,0,1037,34,7.6,SS
263,Anthony Barr,11,1,92.8,6,2017,25,MIN,16,16,1,52,23,75,9,4,0,0,0,6,0,0,923,61,13.6,RLB
264,Shaquil Barrett,11,10,67.2,4,2021,29,TAM,15,15,10,37,14,51,9,22,1,3,0,4,0,0,767,9,1.9,ROLB
265,Terrel Bernard,11,6.5,93.2,5,2023,24,BUF,17,17,6.5,84,59,143,10,9,3,2,0,5,0,0,999,56,13,LB
266,Nick Bosa,11,10.5,75.2,4,2023,26,SFO,17,17,10.5,34,19,53,16,35,0,0,0,4,0,0,821,7,1.6,DL
267,James Bradberry,11,0,97.5,17,2022,29,PHI,17,17,0,39,5,44,2,0,3,54,1,17,0,0,1078,0,0,LCB
268,Brian Burns,11,12.5,82.3,3,2022,24,CAR,16,16,12.5,34,29,63,17,22,0,0,0,3,0,0,951,71,15.1,LDE
269,Jurrell Casey,11,5,66.4,5,2016,27,TEN,15,15,5,31,13,44,8,18,0,0,0,5,0,0,724,58,12.6,RDE
270,Jurrell Casey,11,5,63.8,0,2019,30,TEN,14,14,5,26,18,44,5,10,0,0,0,0,0,0,708,21,4.7,RDE
271,Fletcher Cox,11,3.5,78.3,2,2019,29,PHI,16,16,3.5,26,14,40,5,10,0,0,0,2,0,0,799,13,2.9,RDT
272,Fletcher Cox,11,6.5,67.7,1,2020,30,PHI,15,15,6.5,28,13,41,9,9,0,0,0,1,0,0,746,10,2.3,RDT
273,Thomas Davis,11,2.5,94.3,4,2016,33,CAR,16,16,2.5,73,33,106,5,5,3,35,0,4,0,0,1009,77,16,RLB
274,Vontae Davis,11,0,78.6,18,2014,26,IND,15,15,0,35,7,42,0,1,4,72,0,18,0,0,826,1,0.2,RCB
275,Aaron Donald,11,9,67.4,1,2014,23,STL,16,12,9,38,10,48,18,13,0,0,0,1,0,0,707,81,17.9,LDT
276,Elvis Dumervil,11,17,56.2,1,2014,30,BAL,16,2,17,28,10,38,15,27,0,0,0,1,0,0,608,0,0,LB
277,Carlos Dunlap,11,8,77.3,15,2016,27,CIN,16,16,8,30,19,49,7,23,0,0,0,15,0,0,840,65,14.7,LDE
278,Minkah Fitzpatrick,11,0,88.3,11,2022,26,PIT,15,15,0,56,40,96,1,1,6,94,1,11,2,0.2,939,65,14.8,FS
279,Brandon Graham,11,8,68.8,0,2020,32,PHI,16,16,8,35,11,46,13,16,0,0,0,0,0,0,758,92,20.8,RDE
280,Everson Griffen,11,10.5,80.4,4,2015,28,MIN,15,15,10.5,34,10,44,14,30,0,0,0,4,0,0,863,56,12.8,RDE
281,Joe Haden,11,0,87.8,20,2014,25,CLE,15,15,0,58,15,73,1,0,3,0,0,20,0,0,1021,139,29.8,LCB
282,Joe Haden,11,0,97.3,17,2019,30,PIT,16,16,0,59,6,65,3,0,5,20,0,17,0,0,1055,61,14.4,LCB
283,Tamba Hali,11,6,91.8,0,2014,31,KAN,16,16,6,47,12,59,7,11,0,0,0,0,0,0,975,1,0.2,ROLB
284,Chris Harris Jr.,11,1,91.3,17,2014,25,DEN,16,16,1,51,4,55,5,1,3,52,0,17,0,0,986,15,3.1,RCB
285,Trey Hendrickson,11,14,63.8,0,2021,27,CIN,16,14,14,21,13,34,12,27,0,0,0,0,0,0,717,43,9.1,RDE
286,Trey Hendrickson,11,17.5,67.8,3,2023,29,CIN,17,17,17.5,28,15,43,16,25,0,0,0,3,0,0,744,5,1.1,DE
287,Cameron Heyward,11,8,80.6,3,2018,29,PIT,16,16,8,29,22,51,10,18,0,0,0,3,0,0,841,128,27.9,DT
288,Cameron Heyward,11,10.5,75.3,4,2022,33,PIT,17,17,10.5,39,35,74,14,23,0,0,0,4,0,0,801,120,27.4,DT
289,Xavien Howard,11,0,73.7,12,2018,25,MIA,12,12,0,25,10,35,1,0,7,52,0,12,0,0,803,29,6.5,LCB
290,Xavien Howard,11,1,91.1,16,2021,28,MIA,16,16,1,39,11,50,0,1,5,54,1,16,0,0,1026,5,1.1,RCB
291,Melvin Ingram,11,7,88.3,3,2018,29,LAC,16,16,7,28,15,43,8,16,1,8,0,3,1,0.1,915,0,0,RDE
292,D'Qwell Jackson,11,4,94.2,1,2014,31,IND,16,16,4,81,57,138,9,5,0,0,0,1,0,0,990,64,13.3,MLB
293,Malik Jackson,11,8,73,3,2017,27,JAX,16,16,8,31,9,40,10,11,0,0,0,3,0,0,756,2,0.4,RDT
294,Byron Jones,11,0,99.5,14,2018,26,DAL,16,16,0,56,11,67,2,0,0,0,0,14,0,0,1019,210,50.5,RCB/LCB
295,Deion Jones,11,1,97,10,2017,23,ATL,16,16,1,91,47,138,10,0,3,42,0,10,0,0,1018,80,18.9,MLB
296,Linval Joseph,11,4,69.5,0,2016,28,MIN,16,16,4,37,40,77,5,17,0,0,0,0,3,0.3,719,53,12.4,RDT
297,Matt Judon,11,9.5,80.8,0,2019,27,BAL,16,16,9.5,43,11,54,14,33,0,0,0,0,0,0,792,85,19.6,ROLB
298,Ryan Kerrigan,11,13,74.8,1,2017,29,WAS,16,16,13,34,12,46,15,17,1,24,1,1,0,0,820,89,18.7,ROLB
299,Harold Landry,11,12,89.5,0,2021,25,TEN,17,17,12,51,24,75,14,22,0,0,0,0,0,0,981,11,2.4,ROLB
300,DeMarcus Lawrence,11,10.5,71.7,1,2018,26,DAL,16,15,10.5,42,22,64,15,23,1,13,0,1,0,0,734,69,16.6,LDE
301,DeMarcus Lawrence,11,4,57.2,6,2023,31,DAL,17,17,4,29,21,50,10,8,0,0,0,6,0,0,612,0,0,DE
302,Khalil Mack,11,10.5,89.5,3,2017,26,OAK,16,16,10.5,61,17,78,15,22,0,0,0,3,0,0,930,85,19.9,RDE
303,Khalil Mack,11,8.5,86.2,4,2019,28,CHI,16,16,8.5,40,7,47,8,14,0,0,0,4,0,0,925,22,5.3,LOLB
304,Khalil Mack,11,8,82.2,2,2022,31,LAC,17,17,8,33,17,50,12,12,0,0,0,2,0,0,861,8,1.7,RDE
305,Khalil Mack,11,17,81.1,10,2023,32,LAC,17,17,17,57,17,74,21,22,0,0,0,10,0,0,934,2,0.4,OLB
306,Devin McCourty,11,0,98,7,2016,29,NWE,16,16,0,67,16,83,1,0,1,0,0,7,0,0,1022,142,31.7,FS
307,Von Miller,11,8,79.3,2,2019,30,DEN,15,15,8,33,13,46,10,20,0,0,0,2,0,0,837,0,0,ROLB
308,Keisean Nixon,11,0.5,72.8,6,2023,26,GNB,17,13,0.5,59,21,80,3,1,1,2,0,6,1,0.1,809,199,46.4,CB
309,Brian Orakpo,11,10.5,79.5,4,2016,30,TEN,16,16,10.5,38,8,46,13,19,0,0,0,4,0,0,867,12,2.6,ROLB
310,Jeremiah Owusu-Koramoah,11,3.5,71.7,6,2023,24,CLE,16,13,3.5,72,29,101,20,5,2,8,0,6,0,0,761,144,28.2,LB
311,Glover Quin,11,0,99.3,10,2014,28,DET,16,16,0,57,16,73,2,0,7,117,0,10,0,0,1038,63,14.9,FS
312,Robert Quinn,11,18.5,71.4,0,2021,31,CHI,16,16,18.5,38,11,49,17,22,0,0,0,0,0,0,755,1,0.2,LOLB/ROLB
313,Darrelle Revis,11,0,84.3,9,2015,30,NYJ,14,14,0,30,9,39,0,0,5,48,0,9,0,0,884,61,12.8,RCB
314,Sheldon Richardson,11,8,79.5,1,2014,24,NYJ,16,16,8,42,25,67,11,21,0,0,0,1,3,0.3,809,76,16.3,RDE
315,Dominique Rodgers-Cromartie,11,1,66.1,21,2016,30,NYG,15,9,1,41,8,49,2,1,6,28,0,21,0,0,734,121,26.5,LCB
316,John Simon,11,4,47.6,4,2019,29,NWE,16,12,4,28,16,44,3,7,1,6,0,4,0,0,480,190,42.5,RDE
317,Harrison Smith,11,1.5,97.5,12,2017,28,MIN,16,16,1.5,61,17,78,7,3,5,42,0,12,0,0,970,53,11.8,FS
318,Harrison Smith,11,3,98.6,6,2018,29,MIN,16,16,3,67,17,84,9,5,3,66,0,6,9,0.9,1024,62,13.9,FS
319,Roquan Smith,11,3,95.4,3,2021,24,CHI,17,17,3,95,68,163,12,4,1,53,1,3,0,0,1009,80,18.9,RILB
320,Terrell Suggs,11,11,77.3,4,2017,35,BAL,16,16,11,37,12,49,11,20,0,0,0,4,0,0,845,0,0,LOLB
321,Leighton Vander Esch,11,0,76.6,7,2018,21,DAL,16,11,0,102,38,140,2,1,2,56,0,7,0,0,784,181,43.5,RLB
322,Vita Vea,11,4,53.2,3,2021,26,TAM,16,16,4,22,11,33,5,12,0,0,0,3,3,0.3,607,95,19.8,NT
323,Cameron Wake,11,11.5,71.6,3,2014,32,MIA,16,16,11.5,32,6,38,8,22,0,0,0,3,0,0,758,7,1.5,LDE
324,Cameron Wake,11,11.5,51.1,2,2016,34,MIA,16,11,11.5,22,7,29,6,24,1,12,0,2,0,0,589,8,1.7,LDE
325,Charvarius Ward,11,0,85.3,23,2023,27,SFO,17,17,0,56,16,72,2,0,5,91,1,23,0,0,931,29,6.7,CB
326,T.J. Watt,11,13,86.4,3,2018,24,PIT,16,16,13,50,18,68,12,21,0,0,0,3,0,0,902,61,13.3,LOLB
327,Devin White,11,3.5,94.6,3,2021,23,TAM,17,17,3.5,87,41,128,8,18,0,0,0,3,0,0,1079,57,11.9,LILB
328,Tre'Davious White,11,1.5,82,11,2020,25,BUF,14,14,1.5,44,13,57,2,3,3,28,0,11,0,0,878,37,8.2,LCB/RCB
329,K.J. Wright,11,4,97.4,5,2016,27,SEA,16,16,4,72,54,126,12,8,0,0,0,5,0,0,1052,58,13.2,RLB
330,Jamal Adams,10,3.5,99.9,12,2018,23,NYJ,16,16,3.5,86,29,115,9,8,1,38,0,12,0,0,1119,54,10.9,SS
331,Mike Adams,10,0,96.7,11,2014,33,IND,16,16,0,67,20,87,1,1,5,24,0,11,0,0,1016,29,6,SS
332,Jonathan Allen,10,9,69.7,0,2021,26,WAS,17,17,9,31,31,62,10,30,0,0,0,0,0,0,772,80,18.3,LDT
333,Will Anderson,10,7,55.3,1,2023,22,HOU,15,13,7,29,16,45,10,22,0,0,0,1,0,0,630,55,11.8,DE
334,Geno Atkins,10,3,65.9,1,2014,26,CIN,16,16,3,20,14,34,8,9,0,0,0,1,0,0,741,6,1.3,RDT
335,Geno Atkins,10,9,65.8,0,2017,29,CIN,16,15,9,29,17,46,10,20,0,0,0,0,0,0,754,2,0.4,RDT
336,Anthony Barr,10,2,99,4,2016,24,MIN,16,16,2,37,33,70,3,8,0,0,0,4,0,0,1025,70,16.3,RLB
337,Jessie Bates III,10,0,99.1,15,2020,23,CIN,16,16,0,78,31,109,2,1,3,12,0,15,0,0,1050,62,13.4,FS
338,Michael Bennett,10,8.5,84.8,1,2017,32,SEA,16,16,8.5,25,15,40,14,24,0,0,0,1,0,0,931,6,1.3,LDE
339,Eric Berry,10,0,94.9,10,2015,27,KAN,16,15,0,55,6,61,0,0,2,40,0,10,0,0,1031,18,4,FS
340,Antoine Bethea,10,1,99.3,10,2014,30,SFO,16,16,1,72,14,86,4,1,4,71,1,10,0,0,1040,0,0,SS
341,James Bradberry,10,0,93.6,18,2020,27,NYG,15,15,0,44,10,54,0,0,3,19,0,18,0,0,1021,89,21.6,LCB
342,Michael Brockers,10,5,60.9,0,2020,30,LAR,15,15,5,21,30,51,5,10,0,0,0,0,0,0,624,63,14.4,DE
343,Derrick Brown,10,2,89.1,6,2023,25,CAR,17,17,2,57,46,103,7,15,1,2,0,6,0,0,940,82,18.5,DT
344,DeForest Buckner,10,12,79.4,3,2018,24,SFO,16,16,12,44,23,67,17,20,0,0,0,3,0,0,852,164,35.4,RDT
345,DeForest Buckner,10,8,71.7,7,2023,29,IND,17,16,8,45,36,81,11,21,0,0,0,7,0,0,840,21,4.2,DT
346,Brian Burns,10,9,77.2,4,2021,23,CAR,17,16,9,31,19,50,13,18,0,0,0,4,0,0,840,92,20.4,RDE
347,Calais Campbell,10,5,78.1,3,2015,29,ARI,16,16,5,46,15,61,16,20,0,0,0,3,0,0,817,150,32.3,LDE
348,Calais Campbell,10,6.5,77.8,1,2019,33,JAX,16,16,6.5,37,19,56,10,25,0,0,0,1,0,0,818,129,29.5,RDE
349,Jurrell Casey,10,6,79.6,1,2017,28,TEN,16,16,6,41,19,60,12,19,0,0,0,1,0,0,866,74,15.6,RDE
350,Kam Chancellor,10,0,85.1,6,2014,26,SEA,14,14,0,60,18,78,1,0,1,52,0,6,0,0,833,80,18.5,SS
351,Bradley Chubb,10,7.5,68.1,0,2020,24,DEN,14,14,7.5,26,16,42,9,19,0,0,0,0,0,0,741,0,0,ROLB
352,Frank Clark,10,13,73.5,2,2018,25,SEA,16,16,13,33,8,41,10,27,1,26,0,2,0,0,728,6,1.3,RDE
353,Frank Clark,10,6,70.3,2,2020,27,KAN,15,15,6,21,8,29,8,15,0,0,0,2,0,0,756,0,0,RDE
354,Kenny Clark,10,7.5,72.9,3,2023,28,GNB,17,17,7.5,22,22,44,9,16,0,0,0,3,0,0,810,30,7,DL
355,Jadeveon Clowney,10,9.5,87.4,2,2017,24,HOU,16,16,9.5,41,18,59,21,21,0,0,0,2,0,0,895,80,16.3,ROLB
356,Fletcher Cox,10,6.5,75.8,2,2016,26,PHI,16,16,6.5,27,16,43,9,14,0,0,0,2,0,0,772,5,1.1,LDT
357,Jared Crick,10,2,74.9,2,2015,26,HOU,16,16,2,28,20,48,3,9,0,0,0,2,0,0,782,71,14.9,LDE
358,Maxx Crosby,10,12.5,96.3,4,2022,25,LVR,17,17,12.5,58,31,89,22,36,0,0,0,4,0,0,1085,101,22.3,RDE
359,Lavonte David,10,3,99.3,13,2015,25,TAM,16,16,3,85,62,147,10,5,3,19,1,13,0,0,1087,91,20.4,RLB
360,Vontae Davis,10,0,92.1,16,2015,27,IND,16,16,0,38,10,48,1,0,4,6,0,16,0,0,1047,1,0.2,RCB
361,Elvis Dumervil,10,6,74.5,1,2015,31,BAL,16,16,6,29,19,48,8,21,0,0,0,1,0,0,787,0,0,LOLB
362,Tremaine Edmunds,10,2,85.1,3,2020,22,BUF,15,15,2,77,42,119,4,3,0,0,0,3,0,0,911,69,15.4,MLB
363,Kyle Fuller,10,0,99.7,12,2019,27,CHI,16,16,0,72,10,82,1,0,3,37,0,12,0,0,1070,80,19.2,LCB
364,Davon Godchaux,10,0,60.2,0,2023,29,NWE,17,17,0,24,32,56,2,1,0,0,0,0,0,0,685,0,0,DL
365,Everson Griffen,10,8,77.6,2,2019,32,MIN,15,15,8,26,15,41,11,24,1,17,0,2,0,0,848,53,12.6,RDE
366,Brent Grimes,10,0,95.7,12,2014,31,MIA,16,16,0,47,10,57,1,0,5,80,1,12,0,0,1013,63,13.9,LCB
367,Lawrence Guy,10,1.5,49.1,0,2021,31,NWE,17,17,1.5,37,23,60,2,5,0,0,0,0,0,0,530,170,38.7,RDE
368,Javon Hargrave,10,7,57.9,2,2023,30,SFO,16,16,7,25,19,44,8,14,0,0,0,2,0,0,632,6,1.4,DL
369,Jerry Hughes,10,10,72,0,2014,26,BUF,16,16,10,36,17,53,13,20,0,0,0,0,0,0,782,44,9.4,RDE
370,Jerry Hughes,10,4.5,63.9,3,2019,31,BUF,16,16,4.5,14,9,23,6,9,0,0,0,3,0,0,662,8,1.9,RDE
371,Marlon Humphrey,10,2.5,91.2,11,2020,24,BAL,15,15,2.5,70,12,82,4,4,1,8,0,11,0,0,974,56,13.3,LCB
372,Danielle Hunter,10,10.5,78,3,2022,28,MIN,17,17,10.5,46,19,65,12,22,0,0,0,3,0,0,906,18,3.7,LOLB
373,Aidan Hutchinson,10,11.5,90.5,7,2023,23,DET,17,17,11.5,36,15,51,14,33,1,6,0,7,0,0,988,10,2.2,DL
374,Micah Hyde,10,0,96.1,13,2017,27,BUF,16,16,0,65,17,82,2,0,5,64,0,13,0,0,1065,82,18.8,SS
375,Melvin Ingram,10,7,68.8,5,2019,30,LAC,13,13,7,39,9,48,11,12,1,9,0,5,0,0,668,12,2.9,RDE
376,Eddie Jackson,10,1,98.9,5,2019,26,CHI,16,16,1,51,9,60,5,0,2,18,0,5,0,0,1061,24,5.8,FS
377,Myles Jack,10,2.5,100,1,2018,23,JAX,16,16,2.5,75,32,107,1,4,1,32,1,1,0,0,1024,92,21.5,MLB
378,Derwin James,10,3.5,99.1,13,2018,22,LAC,16,16,3.5,75,30,105,4,6,3,30,0,13,0,0,1027,39,9.1,FS
379,Grady Jarrett,10,4,78.7,0,2020,27,ATL,16,16,4,27,25,52,8,21,0,0,0,0,0,0,852,60,13.3,LDT
380,Malcolm Jenkins,10,1,91.9,8,2017,30,PHI,16,16,1,63,13,76,5,2,2,0,0,8,0,0,947,144,31.6,FS
381,Jaylon Johnson,10,0,75.4,10,2023,24,CHI,14,14,0,31,5,36,1,0,4,65,1,10,0,0,808,13,2.9,DB
382,Chris Jones,10,15.5,65.6,5,2018,24,KAN,16,11,15.5,35,5,40,19,29,1,20,1,5,0,0,773,66,14.2,RDE
383,Marcus Jones,10,0,32.7,7,2022,24,NWE,15,4,0,34,5,39,2,0,2,87,1,7,18,1.7,370,164,35.9,DB
384,Sebastian Joseph-Day,10,1,40.2,3,2020,25,LAR,16,16,1,35,20,55,1,4,0,0,0,3,0,0,412,56,12.8,NT
