Rk,Player,AV,Sk,Def%,PD,Season,Age,Team,G,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,STSnp,ST %,Pos
4120,Brandon Marshall,3,0,43.5,1,2018,29,DEN,11,7,0,22,20,42,0,0,0,0,0,1,0,0,468,0,0,RILB
4121,Cassius Marsh,3,3,35.9,0,2016,24,SEA,16,1,3,15,7,22,5,5,0,0,0,0,0,0,388,347,79,DE
4122,Cassius Marsh,3,3,20.8,0,2017,25,NWESFO,15,1,3,26,4,30,1,4,0,0,0,0,0,0,455,267,29.2,DE
4123,Cassius Marsh,3,5.5,51.3,0,2018,26,SFO,16,3,5.5,27,11,38,7,14,0,0,0,0,0,0,550,221,47.7,DE
4124,Kareem Martin,3,1.5,55.6,2,2018,26,NYG,16,7,1.5,22,26,48,5,10,0,0,0,2,0,0,610,89,19.4,LOLB
4125,Kamal Martin,3,1,18.5,0,2020,22,GNB,10,6,1,17,7,24,3,1,0,0,0,0,0,0,190,106,24.7,RILB
4126,Luke Masterson,3,0,30.5,0,2022,24,LVR,17,7,0,30,29,59,4,1,0,0,0,0,0,0,344,307,67.8,RLB
4127,Ricardo Mathews,3,1,29.5,0,2016,29,PIT,16,5,1,8,6,14,3,3,0,0,0,0,0,0,309,35,7.9,LDE
4128,Tyrann Mathieu,3,0,40.3,4,2014,22,ARI,13,6,0,35,3,38,2,4,1,9,0,4,0,0,426,24,5.4,FS
4129,Arthur Maulet,3,0,31.5,2,2019,26,NYJ,12,6,0,26,12,38,5,0,1,13,0,2,0,0,348,103,23.1,RCB
4130,Arthur Maulet,3,2,45.2,3,2022,29,PIT,17,6,2,38,21,59,2,2,1,12,0,3,0,0,481,152,34.7,CB
4131,Arthur Maulet,3,2,35.3,5,2023,30,BAL,14,3,2,32,5,37,5,3,1,0,0,5,0,0,408,188,39.7,CB
4132,Josh Mauro,3,1,23.8,1,2015,24,ARI,14,4,1,13,3,16,2,3,0,0,0,1,0,0,249,166,35.8,DE
4133,Josh Mauro,3,0,27,1,2019,28,OAK,13,7,0,11,8,19,3,0,0,0,0,1,0,0,282,27,6.3,RDE
4134,Byron Maxwell,3,0,27.1,7,2017,29,MIASEA,9,8,0,39,7,46,0,0,1,0,0,7,0,0,580,7,0.8,DB
4135,Marcus Maye,3,1,40.2,2,2023,30,NOR,7,7,1,27,10,37,3,0,2,5,0,2,0,0,445,2,0.4,SS
4136,David Mayo,3,0,15,0,2021,28,WAS,16,4,0,20,8,28,2,1,0,0,0,0,0,0,166,290,66.2,LB
4137,David Mayo,3,2,30,0,2023,30,WAS,17,5,2,39,20,59,6,2,0,0,0,0,0,0,350,300,63.4,LB
4138,Jerod Mayo,3,1,30.6,0,2014,28,NWE,6,6,1,37,16,53,3,2,0,0,0,0,0,0,334,23,4.9,MLB
4139,Bobby McCain,3,1,53.8,6,2016,23,MIA,16,8,1,33,13,46,3,2,1,0,0,6,0,0,620,215,46.2,DB
4140,Bobby McCain,3,1,63.3,7,2017,24,MIA,16,7,1,36,12,48,3,1,2,6,0,7,0,0,662,189,42.4,DB
4141,Bobby McCain,3,0,48.3,3,2019,26,MIA,9,8,0,19,6,25,0,0,2,53,0,3,0,0,540,27,5.8,FS
4142,Nick McCloud,3,1.5,47.5,7,2022,24,NYG,14,8,1.5,35,8,43,2,2,0,0,0,7,0,0,537,200,42.5,LCB
4143,Robert McClain,3,1,58,5,2014,26,ATL,16,6,1,50,10,60,2,1,2,5,0,5,0,0,628,217,48,LCB
4144,Robert McClain,3,0.5,15.3,1,2016,28,CARSDG,14,6,0.5,22,17,39,2,1,0,0,0,1,0,0,327,130,13.7,DB
4145,Robert McClain,3,0,65.2,5,2017,29,TAM,14,9,0,41,9,50,2,0,3,53,1,5,0,0,690,139,32.6,CB
4146,Shea McClellin,3,1,40.7,1,2014,25,CHI,12,10,1,24,12,36,6,1,0,0,0,1,0,0,425,80,18.3,RLB
4147,Bradley McDougald,3,0,61.5,4,2017,27,SEA,16,9,0,51,24,75,3,0,0,0,0,4,0,0,675,236,49.5,SS
4148,Clinton McDonald,3,0,22.5,0,2015,28,TAM,6,6,0,21,10,31,2,0,0,0,0,0,0,0,246,19,4.3,RDT
4149,Clinton McDonald,3,5,43.5,1,2017,30,TAM,14,3,5,18,11,29,6,10,0,0,0,1,0,0,461,52,12.2,DT
4150,T.J. McDonald,3,0,51.5,3,2017,26,MIA,8,8,0,31,14,45,2,0,1,7,0,3,0,0,539,10,2.2,FS
4151,Trent McDuffie,3,1,59.4,7,2022,22,KAN,11,11,1,28,16,44,1,1,0,0,0,7,0,0,682,33,7.2,RCB
4152,Stacy McGee,3,0,35.4,0,2015,25,OAK,16,4,0,14,8,22,0,1,0,0,0,0,0,0,408,68,14.1,DT
4153,Leodis McKelvin,3,0,35.7,9,2015,30,BUF,9,5,0,25,7,32,1,0,2,0,0,9,0,0,388,40,8.7,RCB
4154,Xavier McKinney,3,1,49,5,2022,24,NYG,9,9,1,29,16,45,2,1,0,0,0,5,3,0.3,554,53,11.3,FS
4155,Raekwon McMillan,3,0,46.1,1,2019,23,MIA,13,12,0,35,37,72,3,2,0,0,0,1,0,0,515,172,37.1,LILB
4156,Raekwon McMillan,3,1,22.1,0,2022,26,NWE,16,1,1,26,9,35,5,1,0,0,0,0,0,0,250,277,60.6,LB
4157,Josh McNary,3,0.5,24.7,0,2014,26,IND,15,4,0.5,16,12,28,1,3,0,0,0,0,0,0,260,303,62.7,LB
4158,Alim McNeill,3,2,37,1,2021,21,DET,17,6,2,15,24,39,3,3,0,0,0,1,0,0,422,36,8.2,NT
4159,Pernell McPhee,3,4,36.4,2,2017,29,CHI,13,5,4,20,1,21,5,11,0,0,0,2,0,0,385,7,1.7,DE
4160,Jake McQuaide,3,0,0,0,2017,30,LAR,16,0,0,0,0,0,,,0,0,0,0,0,0,0,162,32.6,LS
4161,Ifeatu Melifonwu,3,3,36.5,8,2023,24,DET,17,6,3,24,9,33,4,5,2,35,0,8,0,0,399,180,39.8,S
4162,Henry Melton,3,5,41.3,4,2014,28,DAL,16,3,5,11,4,15,6,10,0,0,0,4,0,0,424,11,2.5,DE
4163,Rashaan Melvin,3,0,58.8,9,2018,29,OAK,14,7,0,52,4,56,1,0,1,15,0,9,0,0,604,76,17.2,LCB
4164,Matt Milano,3,0,40.6,2,2017,23,BUF,16,5,0,32,17,49,7,6,1,15,0,2,0,0,450,226,51.7,RLB
4165,Matt Milano,3,3.5,31.3,3,2020,26,BUF,10,5,3.5,35,10,45,4,9,1,0,0,3,0,0,335,15,3.3,LLB
4166,Matt Milano,3,0,19.7,2,2023,29,BUF,5,5,0,18,12,30,1,1,2,16,0,2,0,0,211,1,0.2,LB
4167,Jalen Mills,3,0,44,9,2018,24,PHI,8,8,0,36,6,42,1,0,0,0,0,9,0,0,457,52,12,LCB
4168,Jalen Mills,3,0,41.5,5,2022,28,NWE,10,10,0,26,5,31,1,1,2,28,0,5,0,0,469,8,1.8,RCB
4169,Roy Miller,3,0,14.5,0,2016,29,JAX,6,6,0,10,0,10,1,1,0,0,0,0,0,0,156,0,0,RDT
4170,Jeremy Mincey,3,0,36,1,2015,32,DAL,14,6,0,11,8,19,1,2,0,0,0,1,0,0,380,8,1.8,RDE/LDE
4171,Barkevious Mingo,3,2.5,36.4,2,2020,30,CHI,16,3,2.5,23,12,35,3,5,0,0,0,2,0,0,390,374,82.4,LB
4172,Kevin Minter,3,0,17.3,0,2017,27,CIN,9,7,0,16,16,32,0,0,0,0,0,0,0,0,198,5,1.1,MLB
4173,Kevin Minter,3,1,29,0,2021,31,TAM,16,5,1,26,14,40,2,3,0,0,0,0,0,0,331,199,41.5,RILB
4174,Earl Mitchell,3,2,50.6,1,2014,27,MIA,16,4,2,21,12,33,7,2,0,0,0,1,0,0,536,138,30.5,DT
4175,Terrance Mitchell,3,0,37.8,6,2018,26,CLE,8,7,0,34,4,38,0,0,1,0,0,6,0,0,445,30,6.5,RCB
4176,Arthur Moats,3,3.5,37.9,3,2016,28,PIT,16,5,3.5,9,12,21,3,7,0,0,0,3,0,0,396,70,15.7,LOLB
4177,Mike Mohamed,3,0,45.2,6,2014,26,HOU,14,2,0,40,28,68,2,1,1,0,0,6,0,0,510,206,44.5,LB
4178,Elijah Molden,3,0,57.7,4,2021,22,TEN,16,7,0,43,19,62,3,1,1,2,1,4,0,0,632,74,16.2,DB
4179,Bryan Mone,3,1.5,31.3,1,2021,26,SEA,14,5,1.5,15,20,35,0,3,0,0,0,1,0,0,396,29,6.2,LDE
4180,Corey Moore,3,0,38.7,3,2016,23,HOU,16,8,0,25,7,32,0,0,0,0,0,3,0,0,391,336,75.2,SS
4181,Kenny Moore,3,0,35.4,5,2017,22,IND,16,5,0,32,6,38,2,2,1,25,0,5,0,0,381,287,63.4,DB
4182,Rahim Moore,3,0,42.5,2,2015,25,HOU,7,6,0,10,6,16,0,0,1,17,0,2,0,0,444,36,7.6,FS
4183,Sterling Moore,3,0,64.5,6,2015,25,TAM,16,9,0,37,8,45,3,0,1,18,0,6,0,0,706,92,20.6,LCB
4184,Fabian Moreau,3,0,58.7,5,2019,25,WAS,12,7,0,33,11,44,0,0,3,16,0,5,0,0,664,16,3.7,DB
4185,Jimmy Moreland,3,0.5,57.3,1,2020,25,WAS,16,5,0.5,33,11,44,1,2,1,32,0,1,0,0,599,142,32.4,DB
4186,Antonio Morrison,3,0,30.9,0,2016,22,IND,16,4,0,33,19,52,3,1,0,0,0,0,0,0,332,265,56.9,LB
4187,Nicholas Morrow,3,0,53.1,4,2017,22,OAK,16,5,0,40,20,60,5,2,0,0,0,4,0,0,552,179,41.8,RLB
4188,Nicholas Morrow,3,1,40.5,3,2018,23,OAK,16,5,1,30,13,43,5,3,0,0,0,3,0,0,416,282,63.7,LLB
4189,Emmanuel Moseley,3,0,48.1,9,2020,24,SFO,12,8,0,34,13,47,0,0,1,51,0,9,0,0,498,71,15.7,RCB
4190,Al-Quadin Muhammad,3,0,39.5,1,2018,23,IND,15,4,0,16,12,28,5,2,0,0,0,1,0,0,414,77,17.5,DE
4191,Al-Quadin Muhammad,3,3,46.6,0,2019,24,IND,16,4,3,21,7,28,8,9,0,0,0,0,0,0,482,135,31.8,DE
4192,Trayvon Mullen,3,0,64.7,10,2019,22,OAK,16,10,0,42,8,50,0,0,1,0,0,10,0,0,675,75,17.5,RCB
4193,Captain Munnerlyn,3,0,61.4,3,2016,28,MIN,15,9,0,38,17,55,2,0,0,0,0,3,0,0,636,4,0.9,DB
4194,Captain Munnerlyn,3,2,63.2,9,2018,30,CAR,16,5,2,38,9,47,3,2,1,2,0,9,0,0,630,13,3.1,DB
4195,Calvin Munson,3,2,35.2,0,2017,23,NYG,14,5,2,36,24,60,5,2,0,0,0,0,0,0,388,209,46.4,MLB
4196,Larrell Murchison,3,0,18.2,0,2021,24,TEN,11,5,0,4,4,8,1,0,0,0,0,0,0,0,200,63,13.8,DE
4197,Eric Murray,3,0,59.6,2,2018,24,KAN,15,9,0,43,12,55,1,1,1,0,0,2,0,0,702,134,28.9,SS
4198,Carl Nassib,3,2.5,42.5,5,2020,27,LVR,14,5,2.5,17,11,28,5,9,1,23,0,5,0,0,463,12,2.6,LDE
4199,Keanu Neal,3,1,50.4,0,2021,26,DAL,14,5,1,44,28,72,4,2,0,0,0,0,1,0.1,580,110,22.4,MLB
4200,Keanu Neal,3,0,38.1,2,2023,28,PIT,9,8,0,33,17,50,1,0,1,32,0,2,0,0,430,81,18,SS
4201,Mike Neal,3,4.5,59.1,0,2014,27,GNB,16,3,4.5,20,13,33,7,11,0,0,0,0,0,0,647,68,15.1,LB
4202,Ryan Neal,3,1,61.4,8,2022,27,SEA,14,10,1,45,21,66,4,1,1,13,0,8,0,0,710,106,22.7,SS
4203,Nik Needham,3,1,59.7,7,2020,24,MIA,16,6,1,36,22,58,1,1,2,1,0,7,0,0,617,12,2.6,DB
4204,Nik Needham,3,1,53.9,5,2021,25,MIA,17,5,1,48,11,59,1,2,2,28,1,5,0,0,607,147,31.6,DB
4205,Anthony Nelson,3,5,31.4,1,2021,24,TAM,17,2,5,13,9,22,7,10,0,0,0,1,0,0,358,333,69.5,DE
4206,Reggie Nelson,3,0,36,2,2018,35,OAK,11,7,0,25,4,29,0,0,2,0,0,2,0,0,370,38,8.6,FS
4207,Steven Nelson,3,0,46.5,4,2017,24,KAN,9,7,0,33,8,41,2,0,0,0,0,4,0,0,512,35,7.6,RCB
4208,Terence Newman,3,0,55.8,5,2017,39,MIN,16,7,0,25,10,35,2,0,1,3,0,5,0,0,555,10,2.2,DB
4209,Greg Newsome II,3,0,61.7,9,2021,21,CLE,12,11,0,33,4,37,0,0,0,0,0,9,0,0,691,63,14.8,RCB
4210,Montae Nicholson,3,0,45.1,1,2018,23,WAS,14,7,0,29,12,41,0,0,0,0,0,1,0,0,466,151,37.1,SS
4211,Hardy Nickerson,3,0,47.7,1,2018,24,CIN,16,7,0,38,19,57,1,0,0,0,0,1,0,0,538,208,46,MLB
4212,Ben Niemann,3,1,49.8,1,2021,26,KAN,17,5,1,39,18,57,2,1,0,0,0,1,0,0,557,276,64.5,LB
4213,Josh Norman,3,1,53.3,6,2019,32,WAS,12,8,1,33,7,40,1,0,1,2,0,6,0,0,603,2,0.5,RCB
4214,Rakeem Nunez-Roches,3,1,25.3,0,2016,23,KAN,11,5,1,14,9,23,5,3,0,0,0,0,0,0,282,42,9.4,LDE
4215,Rakeem Nunez-Roches,3,0.5,41,1,2023,30,NYG,16,4,0.5,14,12,26,1,1,0,0,0,1,0,0,462,113,24.7,DL
4216,Uchenna Nwosu,3,3.5,25.6,1,2018,22,LAC,16,3,3.5,18,10,28,3,10,0,0,0,1,0,0,265,281,65.3,LB
4217,Uchenna Nwosu,3,2,37.3,1,2019,23,LAC,16,3,2,23,8,31,5,7,0,0,0,1,0,0,362,239,58.2,LB
4218,Uchenna Nwosu,3,4.5,34.3,2,2020,24,LAC,13,4,4.5,20,13,33,5,11,0,0,0,2,0,0,356,156,34,LB
4219,Ifeadi Odenigbo,3,7,33.7,0,2019,25,MIN,16,0,7,18,5,23,7,13,0,0,0,0,0,0,368,24,5.7,DE
4220,Dayo Odeyingbo,3,5,45.5,0,2022,23,IND,17,4,5,18,13,31,5,11,0,0,0,0,0,0,518,65,14.3,DE
4221,Dayo Odeyingbo,3,8,53.1,2,2023,24,IND,17,1,8,22,16,38,9,17,0,0,0,2,0,0,622,106,21.2,DE
4222,Jared Odrick,3,1,24.3,1,2016,29,JAX,6,6,1,9,3,12,0,1,0,0,0,1,0,0,261,30,6.2,RDE
4223,George Odum,3,0,43.2,2,2021,28,IND,17,7,0,45,10,55,0,1,1,21,0,2,0,0,471,336,75.7,SS
4224,Emmanuel Ogbah,3,5.5,37.2,3,2019,26,KAN,10,4,5.5,23,9,32,6,11,0,0,0,3,0,0,411,26,6.2,DE
4225,Azeez Ojulari,3,5.5,20.3,1,2022,22,NYG,7,5,5.5,9,5,14,3,7,0,0,0,1,0,0,230,0,0,LDE
4226,Jeff Okudah,3,0,52.2,3,2023,24,ATL,13,9,0,34,10,44,1,0,0,0,0,3,0,0,595,1,0.2,RCB
4227,Romeo Okwara,3,1,33.2,2,2016,21,NYG,16,4,1,12,13,25,2,5,0,0,0,2,0,0,368,182,39.9,DE
4228,Isaiah Oliver,3,0,46,2,2023,27,SFO,17,6,0,48,19,67,2,3,1,3,0,2,0,0,502,169,38.9,DB
4229,Foyesade Oluokun,3,0,48.1,1,2018,23,ATL,16,7,0,56,35,91,2,2,0,0,0,1,0,0,525,182,41.4,MLB
4230,Foyesade Oluokun,3,0,29.8,0,2019,24,ATL,16,3,0,36,26,62,2,0,0,0,0,0,0,0,311,297,67.5,LB
4231,Charles Omenihu,3,4,49.4,2,2020,23,HOU,15,5,4,11,6,17,5,16,0,0,0,2,0,0,547,70,15.7,DE
4232,Charles Omenihu,3,4.5,53.5,1,2022,25,SFO,17,3,4.5,7,13,20,3,16,0,0,0,1,0,0,573,59,13.5,DE
4233,David Onyemata,3,4.5,59.8,1,2018,26,NOR,16,4,4.5,23,12,35,4,6,0,0,0,1,0,0,616,116,27.1,DT
4234,Brian Orakpo,3,0.5,37.5,1,2014,28,WAS,7,7,0.5,14,10,24,1,7,0,0,0,1,0,0,388,16,3.4,ROLB
4235,Joseph Ossai,3,3.5,32.2,1,2022,22,CIN,16,0,3.5,6,11,17,2,10,0,0,0,1,0,0,334,31,7.1,DE
4236,Odafe Oweh,3,5,56.5,1,2021,23,BAL,15,2,5,23,10,33,5,15,0,0,0,1,0,0,615,4,0.8,DE
4237,Odafe Oweh,3,5,37.8,0,2023,25,BAL,13,5,5,20,3,23,4,12,0,0,0,0,0,0,437,0,0,OLB
4238,Ashlee Palmer,3,1.5,17.5,2,2014,28,DET,16,5,1.5,8,4,12,1,2,0,0,0,2,0,0,183,283,66.9,LLB
4239,Steven Parker,3,0,30.2,3,2019,24,MIA,14,4,0,15,5,20,0,0,2,35,0,3,0,0,338,75,16.2,DB
4240,Will Parks,3,0,60.3,4,2017,23,DEN,16,5,0,36,15,51,2,1,1,0,0,4,0,0,596,349,76.5,DB
4241,Will Parks,3,1,51.2,2,2019,25,DEN,14,7,1,26,9,35,1,2,1,11,0,2,0,0,540,88,20.3,DB
4242,Donald Payne,3,1,33.1,1,2019,25,JAX,9,5,1,36,25,61,3,1,0,0,0,1,0,0,348,119,27.2,MLB
4243,Spencer Paysinger,3,0,28.9,3,2016,28,MIA,15,3,0,42,17,59,0,2,0,0,0,3,0,0,333,259,55.7,LB
4244,Mike Pennel,3,0,27.2,0,2017,26,NYJ,16,3,0,20,15,35,0,1,0,0,0,0,0,0,303,125,26.6,DT
4245,Denzel Perryman,3,0,26,0,2017,25,LAC,7,6,0,25,12,37,1,0,0,0,0,0,0,0,272,0,0,RLB
4246,Nick Perry,3,3,32.7,1,2014,24,GNB,15,4,3,17,6,23,4,3,0,0,0,1,0,0,358,75,16.7,LB
4247,Patrick Peterson,3,1,61.4,7,2019,29,ARI,10,10,1,46,7,53,3,1,2,0,0,7,0,0,696,61,13.3,RCB
4248,Adrian Phillips,3,0,49.4,5,2017,25,LAC,15,4,0,50,13,63,2,1,2,13,0,5,0,0,518,253,59,DB
4249,Adrian Phillips,3,0,62.3,3,2022,30,NWE,17,8,0,37,29,66,3,1,0,0,0,3,0,0,704,194,42.5,ROLB
4250,Darius Phillips,3,0,55.9,12,2020,25,CIN,12,8,0,30,8,38,2,2,1,21,0,12,0,0,593,85,18.4,LCB
4251,Jaelan Phillips,3,6.5,33.2,2,2023,24,MIA,8,6,6.5,28,15,43,7,11,1,5,0,2,0,0,367,16,3.5,LB
4252,Jordan Phillips,3,3,26.1,2,2021,29,ARI,9,8,3,14,8,22,3,4,0,0,0,2,0,0,284,4,0.9,LDE
4253,Jason Pierre-Paul,3,1,43.5,6,2015,26,NYG,8,8,1,21,5,26,4,7,0,0,0,6,0,0,502,14,2.8,RDE
4254,Kevin Pierre-Louis,3,0,19.9,3,2019,28,CHI,14,3,0,27,10,37,2,2,1,2,0,3,0,0,213,276,66.3,LB
4255,Michael Pierce,3,0,37.6,1,2018,26,BAL,14,2,0,20,12,32,4,2,0,0,0,1,0,0,389,35,7.8,DT
4256,Michael Pierce,3,3,20.8,0,2021,29,MIN,8,8,3,12,8,20,3,4,0,0,0,0,0,0,251,17,3.5,LDT
4257,Dontari Poe,3,0,24.1,0,2020,30,DAL,7,7,0,3,4,7,0,0,0,0,0,0,0,0,267,49,10.7,NT
4258,Brian Poole,3,1,75.1,9,2016,24,ATL,16,9,1,43,16,59,5,3,1,24,0,9,0,0,834,209,44,DB
4259,Brian Poole,3,1,42.4,7,2020,28,NYJ,9,7,1,34,10,44,2,2,2,15,0,7,0,0,483,78,17.6,CB
4260,Jerrell Powe,3,0,24,1,2014,27,HOU,16,3,0,6,4,10,1,0,0,0,0,1,0,0,271,72,15.6,DT
4261,Jordan Poyer,3,1,40.5,4,2015,24,CLE,14,4,1,28,15,43,1,2,2,24,0,4,0,0,424,269,61.7,DB
4262,Troy Pride Jr.,3,0,50,2,2020,22,CAR,14,8,0,27,15,42,1,0,0,0,0,2,0,0,529,141,33.5,RCB
4263,Chris Prosinski,3,1,32.7,0,2015,28,CHI,13,5,1,25,6,31,0,1,0,0,0,0,0,0,337,259,56.7,FS
4264,Mike Purcell,3,0,24.2,0,2016,25,SFO,15,5,0,17,9,26,1,0,0,0,0,0,0,0,279,192,38.9,NT
4265,Mike Purcell,3,1,20,0,2020,29,DEN,6,6,1,10,5,15,2,1,0,0,0,0,0,0,218,52,11,NT
4266,Robert Quinn,3,1,17.9,0,2022,32,CHIPHI,13,7,1,8,2,10,2,5,0,0,0,0,0,0,392,7,0.8,LDE
4267,Reggie Ragland,3,1,50,1,2020,27,DET,16,6,1,30,22,52,4,3,0,0,0,1,0,0,562,23,5.1,MLB
4268,Damarious Randall,3,0,48.2,9,2016,24,GNB,10,9,0,35,4,39,1,0,3,91,0,9,0,0,496,40,9,LCB
4269,Shane Ray,3,1,35.8,0,2017,24,DEN,8,7,1,10,6,16,3,4,0,0,0,0,0,0,354,3,0.7,LOLB
4270,Haason Reddick,3,2.5,42,0,2017,23,ARI,16,3,2.5,23,13,36,4,6,0,0,0,0,0,0,445,100,20.9,LB
4271,Haason Reddick,3,1,60.7,6,2019,25,ARI,16,5,1,43,33,76,6,4,0,0,0,6,0,0,688,27,5.9,LILB
4272,Brooks Reed,3,1,41.9,0,2018,31,ATL,16,8,1,16,8,24,0,4,0,0,0,0,0,0,458,87,19.8,RDE
4273,Troy Reeder,3,0,16.9,0,2023,29,LAR,17,6,0,11,12,23,0,0,0,0,0,0,0,0,192,273,58.8,LB
4274,Jalen Reeves-Maybin,3,0,26,0,2019,24,DET,16,3,0,28,9,37,1,1,0,0,0,0,0,0,297,307,66.3,LB
4275,Ed Reynolds,3,1,45.4,1,2016,25,CLE,10,7,1,30,13,43,1,3,0,0,0,1,0,0,505,149,33.5,FS
4276,Monty Rice,3,0,31.3,1,2022,23,TEN,13,6,0,39,27,66,4,1,0,0,0,1,0,0,366,168,37.5,ROLB
4277,Jordan Richards,3,0,25.7,1,2017,24,NWE,16,5,0,24,3,27,0,0,0,0,0,1,0,0,272,309,68.5,SS
4278,Hassan Ridgeway,3,1.5,41.1,1,2016,22,IND,16,5,1.5,8,13,21,2,5,0,0,0,1,0,0,442,101,21.7,LDE
4279,Hassan Ridgeway,3,2,24.3,0,2019,25,PHI,7,5,2,5,3,8,4,4,0,0,0,0,0,0,248,59,13.1,LDT
4280,John Ridgeway,3,0,26.8,1,2022,23,WAS,15,4,0,9,15,24,0,0,0,0,0,1,0,0,280,72,15.6,DT
4281,Duke Riley,3,0,21.3,0,2017,23,ATL,12,6,0,15,15,30,0,0,0,0,0,0,0,0,224,158,37.4,LB
4282,Duke Riley,3,0,20.2,0,2021,27,MIA,16,3,0,15,11,26,0,0,0,0,0,0,0,0,227,260,55.9,LB
4283,Duke Riley,3,0.5,35.5,1,2023,29,MIA,17,5,0.5,30,12,42,0,2,0,0,0,1,0,0,392,317,69.5,LB
4284,Christian Ringo,3,0,28.2,0,2021,29,NOR,14,4,0,12,14,26,2,3,0,0,0,0,0,0,315,2,0.4,DE
4285,Amik Robertson,3,1,60.1,9,2022,24,LVR,17,7,1,29,9,38,2,0,2,7,0,9,0,0,677,32,7.1,DB
4286,Nickell Robey-Coleman,3,1,59,7,2014,22,BUF,16,7,1,38,10,48,3,1,0,0,0,7,0,0,641,164,35,DB
4287,Nickell Robey-Coleman,3,0,61.1,9,2017,25,LAR,15,4,0,39,10,49,3,0,2,56,0,9,0,0,656,99,19.9,DB
4288,Nickell Robey-Coleman,3,0,55.5,1,2020,28,PHI,15,7,0,37,7,44,2,0,0,0,0,1,0,0,612,101,22.8,LCB
4289,Roy Robertson-Harris,3,0,22.9,0,2020,27,CHI,8,6,0,7,3,10,1,5,0,0,0,0,0,0,245,80,17.6,LDE
4290,A'Shawn Robinson,3,2,39.7,7,2016,21,DET,16,5,2,22,8,30,6,2,0,0,0,7,0,0,408,37,8.9,LDT
4291,Dominique Robinson,3,1.5,50.6,2,2022,24,CHI,17,7,1.5,19,11,30,2,2,0,0,0,2,0,0,550,104,23.9,RDE
4292,Josh Robinson,3,0,62,8,2014,23,MIN,16,5,0,38,2,40,0,0,3,22,0,8,0,0,671,175,39.4,DB
4293,Rashard Robinson,3,0,47.1,8,2016,21,SFO,14,6,0,25,3,28,0,0,1,0,0,8,0,0,543,100,20.2,RCB
4294,Trent Robinson,3,0,41.6,1,2015,25,WAS,9,7,0,34,18,52,1,2,1,8,0,1,0,0,440,98,21.5,SS
4295,Bradley Roby,3,0,56.8,10,2015,23,DEN,16,4,0,34,6,40,1,0,1,19,0,10,0,0,623,125,26.7,DB
4296,Bradley Roby,3,1,59.9,8,2016,24,DEN,16,4,1,34,5,39,0,0,2,102,2,8,0,0,688,41,8.7,DB
4297,Bradley Roby,3,1,68.2,17,2017,25,DEN,16,4,1,35,7,42,1,1,1,0,0,17,0,0,674,115,25.2,DB
4298,Bradley Roby,3,0,55.3,7,2020,28,HOU,10,10,0,33,4,37,2,0,1,0,0,7,0,0,613,0,0,LCB
4299,Isaac Rochell,3,5,51.7,1,2018,23,LAC,16,3,5,18,11,29,6,7,1,4,0,1,0,0,536,172,40,DT
4300,Antrel Rolle,3,0,37.6,1,2015,33,CHI,7,7,0,30,5,35,0,0,0,0,0,1,0,0,388,1,0.2,FS
4301,Quinten Rollins,3,1,30.8,6,2015,23,GNB,14,4,1,28,3,31,3,1,2,48,1,6,0,0,322,203,44.9,DB
4302,Quinten Rollins,3,0,68.2,8,2016,24,GNB,13,10,0,39,2,41,0,1,1,0,0,8,0,0,702,56,12.6,DB
4303,Eric Rowe,3,0,43.3,8,2016,24,NWE,9,7,0,20,6,26,0,0,1,0,0,8,0,0,452,7,1.6,RCB
4304,Bravvion Roy,3,0,25.9,3,2022,26,CAR,13,4,0,4,13,17,0,1,1,3,0,3,0,0,299,35,7.4,DT
4305,Christian Rozeboom,3,0,48.5,4,2023,26,LAR,17,5,0,48,31,79,2,2,1,0,0,4,0,0,550,320,69,LB
4306,Ryan Russell,3,2,43.1,0,2017,25,TAM,14,7,2,13,4,17,2,5,0,0,0,0,0,0,456,71,16.7,DE
4307,Logan Ryan,3,0,46.8,6,2014,23,NWE,16,6,0,29,13,42,0,0,2,0,0,6,0,0,510,215,46.1,RCB
4308,Logan Ryan,3,0,39.8,3,2022,31,TAM,9,6,0,24,13,37,1,0,1,0,0,3,0,0,446,3,0.7,FS
4309,Asante Samuel Jr.,3,0,59.6,11,2021,22,LAC,12,12,0,33,10,43,1,0,2,26,0,11,0,0,693,71,15.8,RCB
4310,Jack Sanborn,3,2,30.4,0,2022,22,CHI,14,6,2,50,14,64,5,3,0,0,0,0,0,0,331,153,35.1,MLB
4311,Khalen Saunders,3,1,27.4,1,2019,23,KAN,12,4,1,13,9,22,0,2,0,0,0,1,0,0,303,3,0.7,DT
4312,Darnell Savage Jr.,3,0,50.2,1,2023,26,GNB,10,10,0,36,15,51,1,0,0,0,0,1,0,0,558,51,11.9,SS
4313,Brennan Scarlett,3,2,29.5,1,2017,24,HOU,11,5,2,21,8,29,6,3,0,0,0,1,0,0,302,202,41.1,LOLB
4314,Brennan Scarlett,3,0,10.1,3,2018,25,HOU,12,3,0,12,6,18,0,2,1,8,0,3,0,0,108,226,48.5,LB
4315,Brennan Scarlett,3,0,14.7,1,2021,28,MIA,13,4,0,6,13,19,1,1,0,0,0,1,0,0,166,270,58.1,LB
4316,Da'Norris Searcy,3,0,33.5,2,2017,29,TEN,16,6,0,15,11,26,0,1,1,8,0,2,0,0,364,161,34,SS
