Rk,Player,AV,Y/Tgt,Season,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,1D,Succ%,Touch,TotOff,YScm,RtY,OffSnp,Snap_perc,DefSnp,Def%,STSnp,ST %,AV,Pos
1317,Ryan Grant,2,6.4,2015,25,WAS,16,5,42,23,268,11.7,2,16.8,54.8,18,45.2,23,0,268,0,454,42.5,0,0,132,29,2,WR
1318,Cyril Grayson,2,17.7,2021,28,TAM,5,3,12,10,212,21.2,2,42.4,83.3,8,83.3,11,14,226,7,127,10.7,0,0,25,5.2,2,WR
1319,A.J. Green,2,5,2022,34,ARI,15,10,47,24,236,9.8,2,15.7,51.1,11,36.2,24,0,236,0,554,46,0,0,1,0.2,2,WR
1320,Rashad Greene,2,2.7,2015,23,JAX,9,0,35,19,93,4.9,2,10.3,54.3,9,37.1,19,0,93,301,168,15.9,0,0,39,7.9,2,WR
1321,Virgil Green,2,6.4,2016,28,DEN,12,11,37,22,237,10.8,1,19.8,59.5,13,51.4,22,0,237,0,487,45.3,0,0,71,15.1,2,TE
1322,Virgil Green,2,7.8,2018,30,LAC,16,16,27,19,210,11.1,1,13.1,70.4,10,59.3,19,0,210,0,674,67.7,0,0,76,17.7,2,TE
1323,Jermaine Gresham,2,7,2015,27,ARI,15,12,32,18,223,12.4,1,14.9,56.3,13,53.1,18,0,223,0,596,54,0,0,0,0,2,TE
1324,Jermaine Gresham,2,7,2017,29,ARI,14,14,46,33,322,9.8,2,23,71.7,17,54.3,33,0,322,0,750,66.9,0,0,0,0,2,TE
1325,Ryan Griffin,2,7.4,2015,25,HOU,9,4,34,20,251,12.6,2,27.9,58.8,13,52.9,20,0,251,0,351,29.6,0,0,28,5.9,2,TE
1326,Ryan Griffin,2,7.8,2019,29,NYJ,13,13,41,34,320,9.4,5,24.6,82.9,19,61,34,0,320,0,662,64.9,0,0,159,35.7,2,TE
1327,Ryan Griffin,2,6.2,2021,31,NYJ,14,12,42,27,261,9.7,2,18.6,64.3,14,50,27,0,261,8,583,53.7,0,0,193,41.3,2,TE
1328,Marvin Hall,2,23.7,2019,26,DET,9,0,11,7,261,37.3,1,29,63.6,7,63.6,8,7,268,28,127,11.8,0,0,20,4.3,2,WR
1329,Marvin Hall,2,9.4,2020,27,CLEDET,12,6,32,18,302,16.8,2,25.2,56.3,10,53.1,19,1,303,13,367,17.4,0,0,33,3.8,2,WR
1330,Cobi Hamilton,2,8.4,2016,26,PIT,11,8,28,17,234,13.8,2,21.3,60.7,13,50,17,0,234,83,384,35.5,0,0,57,12.8,2,WR
1331,DaeSean Hamilton,2,5.4,2018,23,DEN,14,5,45,30,243,8.1,2,17.4,66.7,16,46.7,30,0,243,31,471,43.9,0,0,93,20.9,2,WR
1332,DaeSean Hamilton,2,5.7,2019,24,DEN,16,2,52,28,297,10.6,1,18.6,53.8,19,44.2,28,0,297,0,653,64.3,0,0,1,0.2,2,WR
1333,DaeSean Hamilton,2,6.7,2020,25,DEN,16,2,44,23,293,12.7,2,18.3,52.3,16,47.7,23,0,293,0,534,49.6,0,0,10,2.1,2,WR
1334,Chad Hansen,2,9.8,2020,25,HOU,5,2,24,17,236,13.9,1,47.2,70.8,11,66.7,17,0,236,0,284,29,0,0,0,0,2,WR
1335,Justin Hardy,2,5.4,2015,24,ATL,9,1,36,21,194,9.2,0,21.6,58.3,11,41.7,21,0,194,0,337,29.6,0,0,64,15.6,2,WR
1336,Justin Hardy,2,6.5,2016,25,ATL,16,3,31,21,203,9.7,4,12.7,67.7,17,58.1,21,0,203,52,291,28,0,0,221,46.5,2,WR
1337,Justin Hardy,2,7.6,2017,26,ATL,16,1,29,20,221,11.1,3,13.8,69,13,62.1,20,0,221,0,381,37.2,0,0,191,45.2,2,WR
1338,Justin Hardy,2,7.5,2019,28,ATL,16,1,26,19,195,10.3,0,12.2,73.1,9,57.7,19,0,195,0,197,16.9,0,0,93,21.1,2,WR
1339,Demetrius Harris,2,6.4,2017,26,KAN,16,7,35,18,224,12.4,1,14,51.4,12,40,18,0,224,0,481,46.8,0,0,300,64.9,2,TE
1340,Demetrius Harris,2,6.6,2018,27,KAN,15,3,25,12,164,13.7,3,10.9,48,9,40,12,0,164,11,371,35.5,0,0,367,79.1,2,TE
1341,Deonte Harty,2,7.4,2020,23,NOR,9,2,25,20,186,9.3,1,20.7,80,10,60,26,51,237,643,169,15.7,0,0,69,15.2,2,WR
1342,Deonte Harty,2,7.1,2023,26,BUF,16,1,21,15,150,10,1,9.4,71.4,9,52.4,19,0,150,330,155,13.3,0,0,68,15.8,2,WR
1343,Maurice Harris,2,6.5,2018,26,WAS,12,7,47,28,304,10.9,0,25.3,59.6,12,40.4,30,10,314,11,462,45.3,0,0,26,6.4,2,WR
1344,N'Keal Harry,2,8.4,2021,24,NWE,12,4,22,12,184,15.3,0,15.3,54.5,7,50,12,0,184,0,326,29.5,0,0,11,2.5,2,WR
1345,Percy Harvin,2,7.3,2015,27,BUF,5,5,30,19,218,11.5,1,43.6,63.3,10,40,24,31,249,108,239,22.2,0,0,21,4.6,2,WR
1346,Andrew Hawkins,2,6.4,2015,29,CLE,8,8,43,27,276,10.2,0,34.5,62.8,11,46.5,27,0,276,0,412,37.4,0,0,2,0.5,2,WR
1347,Andrew Hawkins,2,6,2016,30,CLE,16,5,54,33,324,9.8,3,20.3,61.1,20,46.3,35,0,324,0,647,62.8,0,0,12,2.7,2,WR
1348,Chris Herndon,2,6.4,2020,24,NYJ,16,13,45,31,287,9.3,3,17.9,68.9,17,55.6,31,0,287,0,675,68.3,0,0,116,26.1,2,TE
1349,Jeff Heuerman,2,5.9,2018,26,DEN,11,10,48,31,281,9.1,2,25.5,64.6,14,54.2,31,0,281,0,555,51.7,0,0,0,0,2,TE
1350,Elijah Higgins,2,8.6,2023,23,ARI,11,2,19,14,163,11.6,1,14.8,73.7,9,52.6,14,0,163,0,192,16.9,0,0,111,25,2,TE
1351,Rashard Higgins,2,6.2,2017,23,CLE,15,4,50,27,312,11.6,2,20.8,54,13,36,28,4,316,0,663,62.1,0,0,0,0,2,WR
1352,Rashard Higgins,2,5.9,2021,27,CLE,15,4,47,24,275,11.5,1,18.3,51.1,16,46.8,24,0,275,0,509,46,0,0,0,0,2,WR
1353,Josh Hill,2,7.7,2018,28,NOR,16,11,24,16,185,11.6,1,11.6,66.7,11,58.3,16,0,185,0,653,62.1,0,0,67,15.7,2,TE
1354,Josh Hill,2,6.5,2019,29,NOR,16,11,35,25,226,9,3,14.1,71.4,13,48.6,25,0,226,0,649,61,0,0,183,39.9,2,TE
1355,Kendall Hinton,2,9.4,2022,25,DEN,12,5,33,24,311,13,0,25.9,72.7,14,54.5,26,13,324,37,461,40.6,0,0,40,8.3,2,WR
1356,Isaiah Hodgins,2,7,2023,25,NYG,17,9,33,21,230,11,3,13.5,63.6,12,63.6,21,0,230,0,511,46.3,0,0,0,0,2,WR
1357,KhaDarel Hodge,2,10.6,2020,25,CLE,9,0,17,11,180,16.4,0,20,64.7,11,64.7,11,0,180,0,291,27.3,0,0,85,20,2,WR
1358,KhaDarel Hodge,2,10.1,2022,27,ATL,17,1,20,13,202,15.5,1,11.9,65,7,55,13,0,202,0,199,18.9,1,0.1,259,59.5,2,WR
1359,KhaDarel Hodge,2,10.1,2023,28,ATL,17,4,23,14,232,16.6,0,13.6,60.9,13,60.9,15,0,232,0,370,32.7,0,0,287,61.7,2,WR
1360,Jacob Hollister,2,5.2,2020,27,SEA,16,5,40,25,209,8.4,3,13.1,62.5,14,50,25,0,209,0,374,35.1,0,0,283,62.7,2,TE
1361,Mack Hollins,2,10.3,2017,24,PHI,16,0,22,16,226,14.1,1,14.1,72.7,8,63.6,16,0,226,0,287,25.4,0,0,231,50.7,2,WR
1362,Mack Hollins,2,8,2021,28,MIA,17,3,28,14,223,15.9,4,13.1,50,11,46.4,14,0,223,0,340,29.5,0,0,277,59.6,2,WR
1363,Mack Hollins,2,8.4,2023,30,ATL,13,3,30,18,251,13.9,0,19.3,60,9,46.7,18,0,251,0,345,30.5,0,0,136,29.2,2,WR
1364,Andre Holmes,2,6.1,2015,27,OAK,16,1,33,14,201,14.4,4,12.6,42.4,9,39.4,14,0,201,0,345,32.8,0,0,270,56.1,2,WR
1365,Johnny Holton,2,12.1,2017,27,OAK,16,1,18,9,218,24.2,3,13.6,50,5,50,9,0,218,0,230,22.8,0,0,187,43.7,2,WR
1366,Austin Hooper,2,7.5,2023,29,LVR,17,9,31,25,234,9.4,0,13.8,80.6,12,61.3,25,0,234,0,557,53.3,0,0,0,0,2,TE
1367,Josh Huff,2,7.4,2015,24,PHI,15,4,42,27,312,11.6,3,20.8,64.3,16,52.4,27,0,312,498,539,46.6,0,0,98,19.6,2,WR
1368,Josh Huff,2,4.9,2016,25,PHITAM,10,2,23,16,113,7.1,1,11.3,69.6,6,43.5,20,15,128,324,171,7.5,0,0,74,8.4,2,WR
1369,Adam Humphries,2,6.5,2015,22,TAM,13,0,40,27,260,9.6,1,20,67.5,18,50,27,0,260,0,435,39.9,0,0,45,10.1,2,WR
1370,Adam Humphries,2,6.5,2020,27,TEN,7,1,35,23,228,9.9,2,32.6,65.7,11,54.3,23,0,228,0,227,21.1,0,0,0,0,2,WR
1371,Lil'Jordan Humphrey,2,13.8,2021,23,NOR,10,4,18,13,249,19.2,2,24.9,72.2,9,66.7,13,0,249,0,216,19.8,0,0,45,9.6,2,WR
1372,Lil'Jordan Humphrey,2,8.5,2023,25,DEN,17,8,19,13,162,12.5,3,9.5,68.4,9,63.2,13,0,162,0,428,39.9,0,0,0,0,2,WR
1373,Justin Hunter,2,8.5,2015,24,TEN,9,5,31,22,264,12,1,29.3,71,12,58.1,22,0,264,0,375,36.3,0,0,0,0,2,WR
1374,Justin Hunter,2,8.2,2016,25,BUFMIA,13,5,23,10,189,18.9,4,14.5,43.5,10,43.5,10,0,189,0,303,15.1,0,0,4,0.4,2,WR
1375,Hayden Hurst,2,7.1,2021,28,ATL,13,5,31,26,221,8.5,3,17,83.9,11,58.1,26,0,221,0,410,39,0,0,9,2.1,2,TE
1376,Trenton Irwin,2,10,2022,27,CIN,9,2,23,15,231,15.4,4,25.7,65.2,12,65.2,16,11,242,0,287,25.9,0,0,5,1.2,2,WR
1377,Andy Isabella,2,14.5,2019,23,ARI,15,1,13,9,189,21,1,12.6,69.2,4,53.8,13,15,204,105,157,15,0,0,64,13.9,2,WR
1378,Andy Isabella,2,6.4,2020,24,ARI,13,2,35,21,224,10.7,2,17.2,60,10,40,22,-6,218,31,306,27,0,0,48,10.9,2,WR
1379,Ryan Izzo,2,10,2020,25,NWE,12,12,20,13,199,15.3,0,16.6,65,6,60,13,0,199,0,626,61.9,0,0,4,1,2,TE
1380,DeSean Jackson,2,9.1,2020,34,PHI,5,5,26,14,236,16.9,1,47.2,53.8,10,46.2,15,12,248,2,179,15.8,0,0,2,0.5,2,WR
1381,DeSean Jackson,2,9,2022,36,BAL,7,1,17,9,153,17,0,21.9,52.9,5,47.1,9,0,153,0,110,10,0,0,0,0,2,WR
1382,Richie James,2,9.3,2018,23,SFO,13,2,14,9,130,14.4,1,10,64.3,4,50,9,0,130,655,192,18.2,0,0,134,28.9,2,WR
1383,Richie James,2,16.5,2019,24,SFO,16,1,10,6,165,27.5,1,10.3,60,5,50,8,-1,164,692,204,19.2,0,0,200,45.6,2,WR
1384,Van Jefferson,2,7.1,2020,24,LAR,16,0,31,19,220,11.6,1,13.8,61.3,11,54.8,20,-1,219,13,256,22.9,0,0,108,24.7,2,WR
1385,Van Jefferson,2,4.9,2023,27,ATLLAR,17,9,43,20,209,10.5,0,12.3,46.5,10,37.2,21,4,213,0,621,27.3,0,0,0,0,2,WR
1386,Darius Jennings,2,6.7,2018,26,TEN,16,0,15,11,101,9.2,0,6.3,73.3,2,60,12,23,103,698,179,18.2,0,0,180,43,2,WR
1387,Jauan Jennings,2,7.4,2021,24,SFO,16,1,38,24,282,11.8,5,17.6,63.2,15,50,24,0,282,0,337,30.9,0,0,25,5.6,2,WR
1388,Charles Johnson,2,6.3,2016,27,MIN,16,7,37,20,232,11.6,0,14.5,54.1,11,43.2,20,0,232,16,406,38.6,0,0,129,30.1,2,WR
1389,Collin Johnson,2,8.8,2020,23,JAX,14,0,31,18,272,15.1,2,19.4,58.1,12,51.6,18,0,272,0,237,22.8,0,0,169,38.2,2,WR
1390,KeeSean Johnson,2,4.5,2019,23,ARI,10,4,42,21,187,8.9,1,18.7,50,10,38.1,22,3,190,0,371,35.4,0,0,7,1.5,2,WR
1391,KeeSean Johnson,2,7.5,2020,24,ARI,8,1,23,15,173,11.5,0,21.6,65.2,7,47.8,15,0,173,0,214,18.9,0,0,4,0.9,2,WR
1392,Marcus Johnson,2,8.4,2019,25,IND,8,6,33,17,277,16.3,2,34.6,51.5,12,42.4,17,0,277,14,412,38.3,0,0,35,8.2,2,WR
1393,Marcus Johnson,2,9.1,2020,26,IND,11,3,28,14,255,18.2,0,23.2,50,11,46.4,14,0,255,0,304,27.8,0,0,35,7.9,2,WR
1394,Marcus Johnson,2,8.4,2021,27,TEN,7,3,19,9,160,17.8,0,22.9,47.4,7,42.1,11,-2,158,179,200,16.9,0,0,24,5.2,2,WR
1395,Olabisi Johnson,2,9.9,2020,23,MIN,16,3,19,14,189,13.5,0,11.8,73.7,9,63.2,14,0,189,0,239,22,0,0,119,26.6,2,WR
1396,Tyler Johnson,2,9.9,2020,22,TAM,14,3,17,12,169,14.1,2,12.1,70.6,9,52.9,12,0,169,0,264,24.6,0,0,48,10.4,2,WR
1397,Charlie Jones,2,7.1,2023,25,CIN,11,0,9,7,64,9.1,0,5.8,77.8,3,44.4,9,13,77,248,44,4,0,0,52,11.4,2,WR
1398,Julio Jones,2,7,2022,33,TAM,10,5,43,24,299,12.5,2,29.9,55.8,13,41.9,29,45,344,0,351,28.9,0,0,2,0.4,2,WR
1399,Velus Jones Jr.,2,7.6,2022,25,CHI,12,2,14,7,107,15.3,1,8.9,50,4,28.6,16,103,210,642,159,15.4,0,0,121,27.8,2,WR
1400,Zay Jones,2,4.8,2019,24,BUFOAK,15,9,45,27,216,8,0,14.4,60,10,37.8,28,3,219,0,630,30.1,0,0,14,1.7,2,WR
1401,Zay Jones,2,7.7,2020,25,LVR,16,2,20,14,154,11,1,9.6,70,6,55,14,29,154,0,289,26.7,0,0,0,0,2,WR
1402,Brevin Jordan,2,10.4,2023,23,HOU,14,6,21,17,219,12.9,2,15.6,81,13,81,17,0,219,0,283,25,0,0,94,20.2,2,TE
1403,Lance Kendricks,2,6.8,2015,27,STL,15,12,36,25,245,9.8,2,16.3,69.4,11,55.6,25,0,245,0,572,59.6,0,0,49,10.6,2,TE
1404,Lance Kendricks,2,5.8,2017,29,GNB,16,9,35,18,203,11.3,1,12.7,51.4,8,40,18,0,203,0,468,44.7,0,0,66,15.6,2,TE
1405,Jeremy Kerley,2,8,2017,29,NYJ,8,2,27,22,217,9.9,1,27.1,81.5,13,59.3,22,0,217,85,277,26.7,0,0,40,8.5,2,WR
1406,Tavarres King,2,6.5,2017,27,NYG,8,3,37,18,240,13.3,3,30,48.6,11,40.5,20,3,243,0,393,36.3,0,0,2,0.4,2,WR
1407,Keith Kirkwood,2,10,2018,24,NOR,8,1,21,13,209,16.1,2,26.1,61.9,10,57.1,13,0,209,0,225,21.4,0,0,43,10,2,WR
1408,Cole Kmet,2,5.5,2020,21,CHI,16,9,44,28,243,8.7,2,15.2,63.6,12,54.5,29,-3,240,0,603,56.3,0,0,109,24,2,TE
1409,Dawson Knox,2,5.2,2023,27,BUF,12,11,36,22,186,8.5,2,15.5,61.1,13,50,22,0,186,0,487,41.8,0,0,0,0,2,TE
1410,Jake Kumerow,2,10.4,2019,27,GNB,14,4,21,12,219,18.3,1,15.6,57.1,8,52.4,12,0,219,0,328,30.4,0,0,140,32.6,2,WR
1411,Matt LaCosse,2,6.8,2018,26,DEN,15,5,37,24,250,10.4,1,16.7,64.9,11,51.4,24,0,250,10,418,38.9,0,0,102,22.9,2,TE
1412,Jarvis Landry,2,7,2022,30,NOR,9,3,39,25,272,10.9,1,30.2,64.1,12,48.7,25,0,272,17,301,28.6,0,0,4,0.9,2,WR
1413,Cody Latimer,2,9.3,2017,25,DEN,11,1,31,19,287,15.1,2,26.1,61.3,15,61.3,19,0,287,190,379,33.6,0,0,131,28.7,2,WR
1414,Cody Latimer,2,7.1,2019,27,NYG,15,10,42,24,300,12.5,2,20,57.1,19,50,24,0,300,570,369,34.6,0,0,43,9.5,2,WR
1415,Allen Lazard,2,6.3,2023,28,NYJ,14,12,49,23,311,13.5,1,22.2,46.9,17,40.8,23,0,311,0,685,62.2,0,0,0,0,2,WR
1416,Marqise Lee,2,6,2015,24,JAX,10,1,32,15,191,12.7,1,19.1,46.9,11,43.8,20,38,229,0,240,22.7,0,0,0,0,2,WR
1417,Marcedes Lewis,2,6.1,2015,31,JAX,16,16,37,16,226,14.1,0,14.1,43.2,8,40.5,16,0,226,0,668,63.1,0,0,0,0,2,TE
1418,Marcedes Lewis,2,7.6,2021,37,GNB,17,17,28,23,214,9.3,0,12.6,82.1,10,57.1,23,0,214,0,478,42.8,0,0,0,0,2,TE
1419,Ricardo Louis,2,5.9,2017,23,CLE,16,9,61,27,357,13.2,0,22.3,44.3,18,36.1,27,0,357,0,574,53.7,0,0,139,32.2,2,WR
1420,Will Mallory,2,8,2023,24,IND,12,2,26,18,207,11.5,0,17.3,69.2,11,50,18,0,207,0,159,13.9,0,0,0,0,2,TE
1421,Marc Mariani,2,9.1,2015,28,CHI,16,5,33,22,300,13.6,0,18.8,66.7,19,60.6,22,-3,300,610,521,48.2,0,0,134,29.3,2,WR
1422,Chris Matthews,2,6,2015,26,BALSEA,13,0,25,13,151,11.6,1,11.6,52,10,44,13,0,151,0,243,11,0,0,153,16.7,2,WR
1423,Jordan Matthews,2,10.7,2018,26,PHI,14,3,28,20,300,15,2,21.4,71.4,14,57.1,20,0,300,0,346,31.7,0,0,13,3,2,WR
1424,Trey McBride,2,6.8,2022,23,ARI,16,13,39,29,265,9.1,1,16.6,74.4,12,46.2,29,0,265,0,599,49.7,0,0,167,36.7,2,TE
1425,Ray-Ray McCloud,2,4.2,2021,25,PIT,16,5,66,39,277,7.1,0,17.3,59.1,18,34.8,41,15,292,1143,538,45.9,0,0,161,32.9,2,WR
1426,Ray-Ray McCloud,2,9,2023,27,SFO,12,1,15,12,135,11.3,0,11.3,80,7,66.7,15,30,165,428,209,19.6,0,0,94,21.7,2,WR
1427,Vance McDonald,2,7.1,2015,25,SFO,14,11,46,30,326,10.9,3,23.3,65.2,16,41.3,30,0,326,0,468,46.3,0,0,107,23.9,2,TE
1428,Vance McDonald,2,7.8,2017,27,PIT,10,7,24,14,188,13.4,1,18.8,58.3,9,50,14,0,188,0,271,24.5,0,0,37,8.4,2,TE
1429,Vance McDonald,2,5,2019,29,PIT,14,14,55,38,273,7.2,3,19.5,69.1,12,40,39,2,275,0,684,68.5,0,0,56,13.2,2,TE
1430,Isaiah McKenzie,2,6,2018,23,BUFDEN,8,1,30,18,179,9.9,0,22.4,60,10,46.7,28,66,245,337,225,10.5,0,0,46,5.2,2,WR
1431,Isaiah McKenzie,2,6.5,2019,24,BUF,15,8,39,27,254,9.4,1,16.9,69.2,12,48.7,35,49,303,69,451,42.2,3,0.3,22,5.3,2,WR
1432,Isaiah McKenzie,2,6.8,2021,26,BUF,15,2,26,20,178,8.9,1,11.9,76.9,13,61.5,29,47,225,731,257,21.5,0,0,91,21,2,WR
1433,Bo Melton,2,9.1,2023,24,GNB,5,1,24,16,218,13.6,1,43.6,66.7,13,62.5,19,21,239,0,139,12.7,0,0,12,2.8,2,WR
1434,Jaydon Mickens,2,7,2017,23,JAX,10,0,11,6,77,12.8,2,7.7,54.5,4,45.5,6,0,77,307,103,9.1,0,0,156,32.2,2,WR
1435,Scott Miller,2,7.7,2019,22,TAM,10,2,26,13,200,15.4,1,20,50,5,34.6,15,16,216,0,176,15.4,0,0,3,0.6,2,WR
1436,Zach Miller,2,6.7,2017,33,CHI,8,6,35,20,236,11.8,2,29.5,57.1,10,45.7,20,0,236,0,314,31.8,0,0,5,1.2,2,TE
1437,Chris Moore,2,6.5,2017,24,BAL,13,4,38,18,248,13.8,3,19.1,47.4,11,39.5,20,-9,239,346,376,34.7,0,0,176,37.4,2,WR
1438,Chris Moore,2,7.8,2018,25,BAL,16,0,25,19,196,10.3,1,12.3,76,8,48,24,17,213,491,467,39.3,0,0,297,66.4,2,WR
1439,Chris Moore,2,10.3,2021,28,HOU,12,1,22,21,227,10.8,2,18.9,95.5,6,54.5,21,0,227,0,240,22.5,0,0,158,35,2,WR
1440,Skyy Moore,2,7.6,2022,22,KAN,16,3,33,22,250,11.4,0,15.6,66.7,13,63.6,25,24,274,136,313,27.2,0,0,31,6.7,2,WR
1441,Skyy Moore,2,6.4,2023,23,KAN,14,8,38,21,244,11.6,1,17.4,55.3,13,44.7,24,23,267,0,495,43.8,0,0,6,1.4,2,WR
1442,Foster Moreau,2,7.7,2023,26,NOR,15,10,25,21,193,9.2,1,12.9,84,9,60,21,0,193,0,549,47.4,0,0,149,32,2,TE
1443,Louis Murphy,2,11,2015,28,TAM,6,1,18,10,198,19.8,0,33,55.6,6,50,10,0,198,0,210,19.3,0,0,2,0.4,2,WR
1444,David Njoku,2,6.4,2017,21,CLE,16,5,60,32,386,12.1,4,24.1,53.3,17,38.3,33,1,387,0,500,46.8,0,0,167,38.7,2,TE
1445,David Njoku,2,7.3,2020,24,CLE,13,5,29,19,213,11.2,2,16.4,65.5,13,58.6,19,0,213,0,410,38.5,0,0,0,0,2,TE
1446,Jordan Norwood,2,6.6,2016,30,DEN,14,6,35,21,232,11,1,16.6,60,9,40,22,0,232,269,475,44.2,0,0,75,16,2,WR
1447,James O'Shaughnessy,2,6.9,2020,28,JAX,15,13,38,28,262,9.4,0,17.5,73.7,12,63.2,28,0,262,0,466,44.9,0,0,23,5.2,2,TE
1448,James O'Shaughnessy,2,7.2,2021,29,JAX,7,6,34,24,244,10.2,0,34.9,70.6,10,52.9,24,0,244,0,286,26.4,0,0,23,5.2,2,TE
1449,Josh Oliver,2,7.6,2023,26,MIN,17,14,28,22,213,9.7,2,12.5,78.6,12,53.6,22,0,213,0,466,41.6,0,0,151,34.7,2,TE
1450,Greg Olsen,2,5,2017,32,CAR,7,7,38,17,191,11.2,1,27.3,44.7,13,36.8,17,0,191,0,358,33.6,0,0,2,0.5,2,TE
1451,Greg Olsen,2,6.5,2020,35,SEA,11,8,37,24,239,10,1,21.7,64.9,16,59.5,24,0,239,0,429,40.3,0,0,6,1.3,2,TE
1452,Gunner Olszewski,2,12.4,2020,24,NWE,13,2,5,5,62,12.4,1,4.8,100,3,60,10,23,85,764,108,10.7,0,0,165,41.6,2,WR
1453,Donald Parham,2,7,2021,24,LAC,14,9,27,20,190,9.5,3,13.6,74.1,13,55.6,20,0,190,0,398,33.3,0,0,60,13.4,2,TE
1454,Donald Parham,2,7,2023,26,LAC,14,8,41,27,285,10.6,4,20.4,65.9,22,61,27,0,285,0,460,39.7,0,0,0,0,2,TE
1455,Colby Parkinson,2,7.3,2023,24,SEA,17,1,34,25,247,9.9,2,14.5,73.5,11,52.9,25,0,247,16,497,47.3,0,0,134,29,2,TE
1456,DeVante Parker,2,6.6,2018,25,MIA,11,7,47,24,309,12.9,1,28.1,51.1,14,36.2,24,0,309,0,411,44.7,0,0,0,0,2,WR
1457,DeVante Parker,2,7.2,2023,30,NWE,13,13,55,33,394,11.9,0,30.3,60,17,49.1,33,0,394,0,581,55.3,0,0,0,0,2,WR
1458,Zach Pascal,2,7.9,2022,28,PHI,17,2,19,15,150,10,1,8.8,78.9,9,63.2,16,0,150,0,338,28.7,0,0,246,54.3,2,WR
1459,Tim Patrick,2,7.7,2018,25,DEN,16,4,41,23,315,13.7,1,19.7,56.1,15,43.9,26,17,332,0,393,36.6,0,0,216,48.4,2,WR
1460,Tim Patrick,2,7,2019,26,DEN,8,2,31,16,218,13.6,0,27.3,51.6,14,48.4,16,0,218,-14,287,28.3,0,0,13,3,2,WR
1461,Cordarrelle Patterson,2,5,2015,24,MIN,16,1,2,2,10,5,0,0.6,100,1,50,4,15,25,1019,57,5.6,0,0,70,15.9,2,WR
1462,Cordarrelle Patterson,2,4.9,2019,28,CHI,16,4,17,11,83,7.5,0,5.2,64.7,3,41.2,28,103,186,825,202,18.9,0,0,203,48.8,2,WR
1463,Quinton Patton,2,6.9,2015,25,SFO,16,4,57,30,394,13.1,1,24.6,52.6,15,40.4,31,5,399,157,424,41.9,0,0,224,50,2,WR
1464,Donovan Peoples-Jones,2,6.2,2023,24,CLEDET,15,6,25,13,155,11.9,0,10.3,52,7,40,13,0,155,84,511,21.1,0,0,69,7.2,2,WR
1465,A.T. Perry,2,13.7,2023,24,NOR,10,3,18,12,246,20.5,4,24.6,66.7,10,61.1,12,0,246,0,343,29.6,0,0,0,0,2,WR
1466,Breshad Perriman,2,13.6,2018,25,CLE,10,2,25,16,340,21.3,2,34,64,13,56,20,2,342,0,218,20,0,0,4,0.9,2,WR
1467,Kyle Philips,2,8.2,2023,24,TEN,9,0,22,15,181,12.1,0,20.1,68.2,9,50,15,0,181,36,132,12.6,0,0,5,1.1,2,WR
1468,Brandon Powell,2,4.9,2022,27,LAR,17,6,32,24,156,6.5,0,9.2,75,7,40.6,41,80,236,782,290,28.3,0,0,228,51.2,2,WR
1469,Byron Pringle,2,10.6,2019,26,KAN,16,0,16,12,170,14.2,1,10.6,75,7,62.5,12,0,170,41,143,13.6,0,0,248,58.8,2,WR
1470,Byron Pringle,2,9.4,2020,27,KAN,13,3,17,13,160,12.3,1,12.3,76.5,9,64.7,13,0,160,324,239,21.7,0,0,185,42,2,WR
1471,Byron Pringle,2,8.4,2022,29,CHI,11,4,16,10,135,13.5,2,12.3,62.5,8,56.3,10,0,135,0,285,27.6,0,0,35,8,2,WR
1472,James Proche,2,10.1,2021,25,BAL,14,0,20,16,202,12.6,0,14.4,80,10,80,16,0,202,22,212,17.1,0,0,108,22.8,2,WR
1473,MyCole Pruitt,2,7.1,2022,30,ATL,13,4,21,16,150,9.4,4,11.5,76.2,10,61.9,16,0,150,0,321,30.5,0,0,75,17.2,2,TE
1474,Terrelle Pryor,2,6.5,2017,28,WAS,9,2,37,20,240,12,1,26.7,54.1,15,54.1,20,0,240,0,378,37.4,0,0,0,0,2,WR
1475,Terrelle Pryor,2,8.4,2018,29,BUFNYJ,8,1,30,16,252,15.8,2,31.5,53.3,11,50,17,-1,251,0,277,13.4,0,0,0,0,2,WR
1476,Damion Ratley,2,8.3,2019,24,CLE,13,3,24,12,200,16.7,1,15.4,50,11,50,12,0,200,12,258,24.7,0,0,79,18.3,2,WR
1477,Kalif Raymond,2,12.5,2020,26,TEN,15,3,15,9,187,20.8,0,12.5,60,7,53.3,10,-3,184,483,248,23.1,0,0,169,37.8,2,WR
1478,Jalen Reagor,2,6,2023,24,NWE,11,1,23,7,138,19.7,0,12.5,30.4,5,21.7,8,17,155,221,308,29.3,0,0,30,6.6,2,WR
1479,Jordan Reed,2,6,2017,27,WAS,6,5,35,27,211,7.8,2,35.2,77.1,10,60,27,0,211,0,234,23.1,0,0,0,0,2,TE
1480,Jordan Reed,2,5,2020,30,SFO,10,1,46,26,231,8.9,4,23.1,56.5,16,43.5,26,0,231,0,247,22.5,0,0,0,0,2,TE
1481,Hunter Renfrow,2,6.9,2023,28,LVR,17,3,37,25,255,10.2,0,15,67.6,11,40.5,25,0,255,0,363,34.7,0,0,3,0.7,2,WR
1482,Paul Richardson,2,8,2016,24,SEA,15,0,36,21,288,13.7,1,19.2,58.3,17,52.8,22,5,293,105,338,31.9,0,0,21,4.8,2,WR
